#c=0.000100, alpha=0.900000, tmin=0.000000, tmax=5.000000, N_t=100000, epsilonIntegral=0.000001, epsilonBinning=0.000001, dim=2, initialEnsemble: { (100000, (0.707107+0.000000i, 0.500000+0.500000i)) }
795.774715
4.21505 0.0000 1830 0.007992 -0.001454 0.001684 0.5003621+0.0000000i 0.4159838+0.2735652i 0.4159838-0.2735652i 0.4996379+0.0000000i 0.5003931+0.0000000i 0.4162676+0.2737852i 0.4162676-0.2737852i 0.4996069+0.0000000i 
4.22005 0.0000 1832 0.008083 -0.001510 0.001725 0.5003582+0.0000000i 0.4071744+0.2864882i 0.4071744-0.2864882i 0.4996418-0.0000000i 0.5003896+0.0000000i 0.4074523+0.2867198i 0.4074523-0.2867198i 0.4996104+0.0000000i 
4.22505 0.0000 1835 0.008169 -0.001567 0.001767 0.5003553+0.0000000i 0.3979664+0.2991356i 0.3979664-0.2991356i 0.4996447+0.0000000i 0.5003860+0.0000000i 0.3982345+0.2993708i 0.3982345-0.2993708i 0.4996140+0.0000000i 
4.23005 0.0000 1840 0.008252 -0.001626 0.001809 0.5003500+0.0000000i 0.3883579+0.3114714i 0.3883579-0.3114714i 0.4996500+0.0000000i 0.5003822+0.0000000i 0.3886234+0.3117257i 0.3886234-0.3117257i 0.4996178+0.0000000i 
4.23505 0.0000 1845 0.008332 -0.001687 0.001852 0.5003423+0.0000000i 0.3783593+0.3234828i 0.3783593-0.3234828i 0.4996577-0.0000000i 0.5003783+0.0000000i 0.3786283+0.3237724i 0.3786283-0.3237724i 0.4996217+0.0000000i 
4.24005 0.0000 1847 0.008407 -0.001749 0.001894 0.5003378+0.0000000i 0.3679982+0.3351982i 0.3679982-0.3351982i 0.4996622+0.0000000i 0.5003743+0.0000000i 0.3682593+0.3354989i 0.3682593-0.3354989i 0.4996257+0.0000000i 
4.24505 0.0000 1848 0.008479 -0.001813 0.001936 0.5003345+0.0000000i 0.3572774+0.3465904i 0.3572774-0.3465904i 0.4996655-0.0000000i 0.5003702+0.0000000i 0.3575265+0.3468937i 0.3575265-0.3468937i 0.4996298+0.0000000i 
4.25005 0.0000 1852 0.008547 -0.001879 0.001979 0.5003272+0.0000000i 0.3461921+0.3576149i 0.3461921-0.3576149i 0.4996728+0.0000000i 0.5003659+0.0000000i 0.3464406+0.3579456i 0.3464406-0.3579456i 0.4996341+0.0000000i 
4.25505 0.0000 1856 0.008611 -0.001946 0.002021 0.5003250+0.0000000i 0.3347812+0.3683192i 0.3347812-0.3683192i 0.4996750-0.0000000i 0.5003614+0.0000000i 0.3350125+0.3686435i 0.3350125-0.3686435i 0.4996386+0.0000000i 
4.26005 0.0000 1860 0.008672 -0.002014 0.002064 0.5003200+0.0000000i 0.3230313+0.3786427i 0.3230313-0.3786427i 0.4996800+0.0000000i 0.5003568+0.0000000i 0.3232535+0.3789770i 0.3232535-0.3789770i 0.4996432+0.0000000i 
4.26505 0.0000 1862 0.008728 -0.002084 0.002106 0.5003147+0.0000000i 0.3109621+0.3885918i 0.3109621-0.3885918i 0.4996853-0.0000000i 0.5003521+0.0000000i 0.3111753+0.3889359i 0.3111753-0.3889359i 0.4996479+0.0000000i 
4.27005 0.0000 1867 0.008781 -0.002155 0.002148 0.5003079+0.0000000i 0.2985819+0.3981480i 0.2985819-0.3981480i 0.4996921+0.0000000i 0.5003472+0.0000000i 0.2987897+0.3985103i 0.2987897-0.3985103i 0.4996528+0.0000000i 
4.27505 0.0000 1869 0.008830 -0.002228 0.002191 0.5003023+0.0000000i 0.2859113+0.4073191i 0.2859113-0.4073191i 0.4996977+0.0000000i 0.5003422+0.0000000i 0.2861090+0.4076907i 0.2861090-0.4076907i 0.4996578+0.0000000i 
4.28005 0.0000 1871 0.008875 -0.002302 0.002232 0.5002967+0.0000000i 0.2729584+0.4160874i 0.2729584-0.4160874i 0.4997033-0.0000000i 0.5003370+0.0000000i 0.2731458+0.4164683i 0.2731458-0.4164683i 0.4996630+0.0000000i 
4.28505 0.0000 1873 0.008916 -0.002378 0.002274 0.5002908+0.0000000i 0.2597359+0.4244445i 0.2597359-0.4244445i 0.4997092+0.0000000i 0.5003318+0.0000000i 0.2599129+0.4248341i 0.2599129-0.4248341i 0.4996682+0.0000000i 
4.29005 0.0000 1878 0.008953 -0.002455 0.002315 0.5002830+0.0000000i 0.2462524+0.4323733i 0.2462524-0.4323733i 0.4997170+0.0000000i 0.5003263+0.0000000i 0.2464233+0.4327801i 0.2464233-0.4327801i 0.4996737+0.0000000i 
4.29505 0.0000 1883 0.008986 -0.002533 0.002356 0.5002717+0.0000000i 0.2325177+0.4398570i 0.2325177-0.4398570i 0.4997283-0.0000000i 0.5003208+0.0000000i 0.2326905+0.4402984i 0.2326905-0.4402984i 0.4996792+0.0000000i 
4.30005 0.0000 1887 0.009016 -0.002613 0.002397 0.5002653+0.0000000i 0.2185672+0.4469316i 0.2185672-0.4469316i 0.4997347+0.0000000i 0.5003151+0.0000000i 0.2187279+0.4473815i 0.2187279-0.4473815i 0.4996849+0.0000000i 
4.30505 0.0000 1892 0.009041 -0.002693 0.002437 0.5002569+0.0000000i 0.2043969+0.4535555i 0.2043969-0.4535555i 0.4997431+0.0000000i 0.5003092+0.0000000i 0.2045493+0.4540225i 0.2045493-0.4540225i 0.4996908+0.0000000i 
4.31005 0.0000 1895 0.009063 -0.002775 0.002477 0.5002521+0.0000000i 0.1900339+0.4597480i 0.1900339-0.4597480i 0.4997479+0.0000000i 0.5003033+0.0000000i 0.1901689+0.4602148i 0.1901689-0.4602148i 0.4996967+0.0000000i 
4.31505 0.0000 1897 0.009081 -0.002858 0.002516 0.5002491+0.0000000i 0.1754876+0.4654946i 0.1754876-0.4654946i 0.4997509+0.0000000i 0.5002972+0.0000000i 0.1756009+0.4659524i 0.1756009-0.4659524i 0.4997028+0.0000000i 
4.32005 0.0000 1900 0.009095 -0.002942 0.002555 0.5002400+0.0000000i 0.1607541+0.4707562i 0.1607541-0.4707562i 0.4997600+0.0000000i 0.5002911+0.0000000i 0.1608595+0.4712294i 0.1608595-0.4712294i 0.4997089+0.0000000i 
4.32505 0.0000 1901 0.009105 -0.003027 0.002593 0.5002348+0.0000000i 0.1458714+0.4755688i 0.1458714-0.4755688i 0.4997652-0.0000000i 0.5002848+0.0000000i 0.1459595+0.4760408i 0.1459595-0.4760408i 0.4997152+0.0000000i 
4.33005 0.0000 1903 0.009112 -0.003113 0.002630 0.5002316+0.0000000i 0.1308490+0.4799194i 0.1308490-0.4799194i 0.4997684+0.0000000i 0.5002784+0.0000000i 0.1309155+0.4803818i 0.1309155-0.4803818i 0.4997216+0.0000000i 
4.33505 0.0000 1910 0.009114 -0.003200 0.002667 0.5002218+0.0000000i 0.1156838+0.4837718i 0.1156838-0.4837718i 0.4997782-0.0000000i 0.5002719+0.0000000i 0.1157424+0.4842481i 0.1157424-0.4842481i 0.4997281+0.0000000i 
4.34005 0.0000 1916 0.009113 -0.003288 0.002703 0.5002096+0.0000000i 0.1004007+0.4871378i 0.1004007-0.4871378i 0.4997904+0.0000000i 0.5002653+0.0000000i 0.1004553+0.4876358i 0.1004553-0.4876358i 0.4997347+0.0000000i 
4.34505 0.0000 1920 0.009109 -0.003376 0.002739 0.5002109+0.0000000i 0.0850450+0.4900690i 0.0850450-0.4900690i 0.4997891+0.0000000i 0.5002587+0.0000000i 0.0850692+0.4905417i 0.0850692-0.4905417i 0.4997413+0.0000000i 
4.35005 0.0000 1922 0.009100 -0.003465 0.002773 0.5002074+0.0000000i 0.0695959+0.4925007i 0.0695959-0.4925007i 0.4997926+0.0000000i 0.5002520+0.0000000i 0.0695994+0.4929629i 0.0695994-0.4929629i 0.4997480+0.0000000i 
4.35505 0.0000 1926 0.009088 -0.003555 0.002807 0.5002137+0.0000000i 0.0540945+0.4944750i 0.0540945-0.4944750i 0.4997863+0.0000000i 0.5002452+0.0000000i 0.0540612+0.4948970i 0.0540612-0.4948970i 0.4997548+0.0000000i 
4.36005 0.0000 1932 0.009073 -0.003646 0.002840 0.5002054+0.0000000i 0.0385140+0.4959164i 0.0385140-0.4959164i 0.4997946+0.0000000i 0.5002383+0.0000000i 0.0384699+0.4963420i 0.0384699-0.4963420i 0.4997617+0.0000000i 
4.36505 0.0000 1936 0.009054 -0.003737 0.002872 0.5001917+0.0000000i 0.0228879+0.4968536i 0.0228879-0.4968536i 0.4998083+0.0000000i 0.5002315+0.0000000i 0.0228409+0.4972966i 0.0228409-0.4972966i 0.4997685+0.0000000i 
4.37005 0.0000 1938 0.009031 -0.003828 0.002904 0.5001831+0.0000000i 0.0072480+0.4973135i 0.0072480-0.4973135i 0.4998169+0.0000000i 0.5002245+0.0000000i 0.0071897+0.4977598i 0.0071897-0.4977598i 0.4997755+0.0000000i 
4.37505 0.0000 1940 0.009005 -0.003920 0.002934 0.5001850+0.0000000i -0.0083835+0.4973088i -0.0083835-0.4973088i 0.4998150-0.0000000i 0.5002176+0.0000000i -0.0084682+0.4977311i -0.0084682-0.4977311i 0.4997824+0.0000000i 
4.38005 0.0000 1944 0.008976 -0.004013 0.002964 0.5001871+0.0000000i -0.0240076+0.4968125i -0.0240076-0.4968125i 0.4998129+0.0000000i 0.5002107+0.0000000i -0.0241173+0.4972106i -0.0241173-0.4972106i 0.4997893+0.0000000i 
4.38505 0.0000 1947 0.008943 -0.004105 0.002992 0.5001751+0.0000000i -0.0396263+0.4957931i -0.0396263-0.4957931i 0.4998249+0.0000000i 0.5002037+0.0000000i -0.0397422+0.4961988i -0.0397422-0.4961988i 0.4997963+0.0000000i 
4.39005 0.0000 1948 0.008907 -0.004198 0.003020 0.5001688+0.0000000i -0.0551981+0.4942958i -0.0551981-0.4942958i 0.4998312+0.0000000i 0.5001968+0.0000000i -0.0553274+0.4946966i -0.0553274-0.4946966i 0.4998032+0.0000000i 
4.39505 0.0000 1954 0.008867 -0.004291 0.003046 0.5001594+0.0000000i -0.0707184+0.4923041i -0.0707184-0.4923041i 0.4998406-0.0000000i 0.5001899+0.0000000i -0.0708575+0.4927056i -0.0708575-0.4927056i 0.4998101+0.0000000i 
4.40005 0.0000 1959 0.008825 -0.004384 0.003072 0.5001589+0.0000000i -0.0861591+0.4898432i -0.0861591-0.4898432i 0.4998411+0.0000000i 0.5001830+0.0000000i -0.0863172+0.4902277i -0.0863172-0.4902277i 0.4998170+0.0000000i 
4.40505 0.0000 1962 0.008779 -0.004477 0.003096 0.5001462+0.0000000i -0.1015265+0.4868755i -0.1015265-0.4868755i 0.4998538+0.0000000i 0.5001762+0.0000000i -0.1016911+0.4872654i -0.1016911-0.4872654i 0.4998238+0.0000000i 
4.41005 0.0000 1966 0.008730 -0.004570 0.003119 0.5001364+0.0000000i -0.1167898+0.4834320i -0.1167898-0.4834320i 0.4998636-0.0000000i 0.5001695+0.0000000i -0.1169641+0.4838215i -0.1169641-0.4838215i 0.4998305+0.0000000i 
4.41505 0.0000 1969 0.008679 -0.004662 0.003141 0.5001298+0.0000000i -0.1319346+0.4795159i -0.1319346-0.4795159i 0.4998702+0.0000000i 0.5001629+0.0000000i -0.1321211+0.4798995i -0.1321211-0.4798995i 0.4998371+0.0000000i 
4.42005 0.0000 1973 0.008624 -0.004755 0.003162 0.5001332+0.0000000i -0.1469419+0.4751402i -0.1469419-0.4751402i 0.4998668+0.0000000i 0.5001563+0.0000000i -0.1471472+0.4755032i -0.1471472-0.4755032i 0.4998437+0.0000000i 
4.42505 0.0000 1974 0.008566 -0.004847 0.003182 0.5001266+0.0000000i -0.1618109+0.4702804i -0.1618109-0.4702804i 0.4998734-0.0000000i 0.5001499+0.0000000i -0.1620273+0.4706370i -0.1620273-0.4706370i 0.4998501+0.0000000i 
4.43005 0.0000 1978 0.008506 -0.004939 0.003201 0.5001164+0.0000000i -0.1765213+0.4649515i -0.1765213-0.4649515i 0.4998836+0.0000000i 0.5001435+0.0000000i -0.1767469+0.4653056i -0.1767469-0.4653056i 0.4998565+0.0000000i 
4.43505 0.0000 1983 0.008443 -0.005030 0.003218 0.5001098+0.0000000i -0.1910550+0.4591669i -0.1910550-0.4591669i 0.4998902+0.0000000i 0.5001374+0.0000000i -0.1912915+0.4595144i -0.1912915-0.4595144i 0.4998626+0.0000000i 
4.44005 0.0000 1988 0.008377 -0.005120 0.003234 0.5001032+0.0000000i -0.2053995+0.4529285i -0.2053995-0.4529285i 0.4998968+0.0000000i 0.5001314+0.0000000i -0.2056465+0.4532691i -0.2056465-0.4532691i 0.4998686+0.0000000i 
4.44505 0.0000 1993 0.008308 -0.005210 0.003249 0.5000893+0.0000000i -0.2195429+0.4462345i -0.2195429-0.4462345i 0.4999107+0.0000000i 0.5001255+0.0000000i -0.2197979+0.4465757i -0.2197979-0.4465757i 0.4998745+0.0000000i 
4.45005 0.0000 1999 0.008238 -0.005300 0.003263 0.5000714+0.0000000i -0.2334689+0.4390961i -0.2334689-0.4390961i 0.4999286+0.0000000i 0.5001199+0.0000000i -0.2337317+0.4394410i -0.2337317-0.4394410i 0.4998801+0.0000000i 
4.45505 0.0000 2006 0.008164 -0.005388 0.003275 0.5000573+0.0000000i -0.2471621+0.4315274i -0.2471621-0.4315274i 0.4999427+0.0000000i 0.5001144+0.0000000i -0.2474342+0.4318719i -0.2474342-0.4318719i 0.4998856+0.0000000i 
4.46005 0.0000 2013 0.008089 -0.005476 0.003287 0.5000503+0.0000000i -0.2606078+0.4235402i -0.2606078-0.4235402i 0.4999497+0.0000000i 0.5001092+0.0000000i -0.2608916+0.4238760i -0.2608916-0.4238760i 0.4998908+0.0000000i 
4.46505 0.0000 2017 0.008011 -0.005562 0.003296 0.5000557+0.0000000i -0.2737965+0.4151424i -0.2737965-0.4151424i 0.4999443+0.0000000i 0.5001042+0.0000000i -0.2740909+0.4154610i -0.2740909-0.4154610i 0.4998958+0.0000000i 
4.47005 0.0000 2021 0.007930 -0.005648 0.003305 0.5000614+0.0000000i -0.2867151+0.4063336i -0.2867151-0.4063336i 0.4999386+0.0000000i 0.5000995+0.0000000i -0.2870190+0.4066354i -0.2870190-0.4066354i 0.4999005+0.0000000i 
4.47505 0.0000 2025 0.007848 -0.005732 0.003312 0.5000592+0.0000000i -0.2993502+0.3971171i -0.2993502-0.3971171i 0.4999408+0.0000000i 0.5000950+0.0000000i -0.2996630+0.3974079i -0.2996630-0.3974079i 0.4999050+0.0000000i 
4.48005 0.0000 2029 0.007764 -0.005815 0.003318 0.5000489+0.0000000i -0.3116879+0.3875028i -0.3116879-0.3875028i 0.4999511+0.0000000i 0.5000908+0.0000000i -0.3120105+0.3877875i -0.3120105-0.3877875i 0.4999092+0.0000000i 
4.48505 0.0000 2032 0.007677 -0.005897 0.003323 0.5000511+0.0000000i -0.3237191+0.3775130i -0.3237191-0.3775130i 0.4999489+0.0000000i 0.5000868+0.0000000i -0.3240494+0.3777838i -0.3240494-0.3777838i 0.4999132+0.0000000i 
4.49005 0.0000 2035 0.007589 -0.005977 0.003326 0.5000535+0.0000000i -0.3354308+0.3671495i -0.3354308-0.3671495i 0.4999465+0.0000000i 0.5000832+0.0000000i -0.3357677+0.3674066i -0.3357677-0.3674066i 0.4999168+0.0000000i 
4.49505 0.0000 2041 0.007499 -0.006056 0.003328 0.5000519+0.0000000i -0.3468096+0.3564206i -0.3468096-0.3564206i 0.4999481+0.0000000i 0.5000799+0.0000000i -0.3471538+0.3566663i -0.3471538-0.3566663i 0.4999201+0.0000000i 
4.50005 0.0000 2045 0.007407 -0.006134 0.003329 0.5000417+0.0000000i -0.3578421+0.3453354i -0.3578421-0.3453354i 0.4999583+0.0000000i 0.5000770+0.0000000i -0.3581966+0.3455733i -0.3581966-0.3455733i 0.4999230+0.0000000i 
4.50505 0.0000 2047 0.007314 -0.006209 0.003328 0.5000404+0.0000000i -0.3685240+0.3339125i -0.3685240-0.3339125i 0.4999596+0.0000000i 0.5000743+0.0000000i -0.3688851+0.3341387i -0.3688851-0.3341387i 0.4999257+0.0000000i 
4.51005 0.0000 2050 0.007219 -0.006283 0.003326 0.5000437+0.0000000i -0.3788435+0.3221613i -0.3788435-0.3221613i 0.4999563+0.0000000i 0.5000720+0.0000000i -0.3792088+0.3223738i -0.3792088-0.3223738i 0.4999280+0.0000000i 
4.51505 0.0000 2053 0.007123 -0.006355 0.003323 0.5000382+0.0000000i -0.3887836+0.3100881i -0.3887836-0.3100881i 0.4999618+0.0000000i 0.5000701+0.0000000i -0.3891575+0.3102902i -0.3891575-0.3102902i 0.4999299+0.0000000i 
4.52005 0.0000 2056 0.007025 -0.006426 0.003318 0.5000512+0.0000000i -0.3983500+0.2977143i -0.3983500-0.2977143i 0.4999488+0.0000000i 0.5000685+0.0000000i -0.3987214+0.2978999i -0.3987214-0.2978999i 0.4999315+0.0000000i 
4.52505 0.0000 2057 0.006926 -0.006494 0.003312 0.5000460+0.0000000i -0.4075115+0.2850400i -0.4075115-0.2850400i 0.4999540+0.0000000i 0.5000673+0.0000000i -0.4078910+0.2852151i -0.4078910-0.2852151i 0.4999327+0.0000000i 
4.53005 0.0000 2060 0.006826 -0.006560 0.003305 0.5000408+0.0000000i -0.4162695+0.2720840i -0.4162695-0.2720840i 0.4999592+0.0000000i 0.5000665+0.0000000i -0.4166573+0.2722483i -0.4166573-0.2722483i 0.4999335+0.0000000i 
4.53505 0.0000 2064 0.006725 -0.006625 0.003296 0.5000407+0.0000000i -0.4246191+0.2588604i -0.4246191-0.2588604i 0.4999593+0.0000000i 0.5000661+0.0000000i -0.4250116+0.2590123i -0.4250116-0.2590123i 0.4999339+0.0000000i 
4.54005 0.0000 2067 0.006623 -0.006687 0.003286 0.5000359+0.0000000i -0.4325451+0.2453797i -0.4325451-0.2453797i 0.4999641+0.0000000i 0.5000660+0.0000000i -0.4329457+0.2455203i -0.4329457-0.2455203i 0.4999340+0.0000000i 
4.54505 0.0000 2073 0.006520 -0.006746 0.003275 0.5000216+0.0000000i -0.4400353+0.2316543i -0.4400353-0.2316543i 0.4999784+0.0000000i 0.5000664+0.0000000i -0.4404518+0.2317856i -0.4404518-0.2317856i 0.4999336+0.0000000i 
4.55005 0.0000 2075 0.006416 -0.006804 0.003263 0.5000316+0.0000000i -0.4471095+0.2177055i -0.4471095-0.2177055i 0.4999684+0.0000000i 0.5000671+0.0000000i -0.4475224+0.2178217i -0.4475224-0.2178217i 0.4999329+0.0000000i 
4.55505 0.0000 2078 0.006311 -0.006859 0.003249 0.5000370+0.0000000i -0.4537379+0.2035402i -0.4537379-0.2035402i 0.4999630+0.0000000i 0.5000682+0.0000000i -0.4541506+0.2036426i -0.4541506-0.2036426i 0.4999318+0.0000000i 
4.56005 0.0000 2081 0.006206 -0.006911 0.003234 0.5000329+0.0000000i -0.4599092+0.1891717i -0.4599092-0.1891717i 0.4999671+0.0000000i 0.5000698+0.0000000i -0.4603299+0.1892621i -0.4603299-0.1892621i 0.4999302+0.0000000i 
4.56505 0.0000 2088 0.006100 -0.006961 0.003218 0.5000486+0.0000000i -0.4656431+0.1746198i -0.4656431-0.1746198i 0.4999514-0.0000000i 0.5000717+0.0000000i -0.4660541+0.1746945i -0.4660541-0.1746945i 0.4999283+0.0000000i 
4.57005 0.0000 2092 0.005993 -0.007009 0.003201 0.5000399+0.0000000i -0.4708945+0.1598908i -0.4708945-0.1598908i 0.4999601+0.0000000i 0.5000740+0.0000000i -0.4713176+0.1599542i -0.4713176-0.1599542i 0.4999260+0.0000000i 
4.57505 0.0000 2095 0.005886 -0.007053 0.003182 0.5000462+0.0000000i -0.4756936+0.1450063i -0.4756936-0.1450063i 0.4999538+0.0000000i 0.5000767+0.0000000i -0.4761152+0.1450559i -0.4761152-0.1450559i 0.4999233+0.0000000i 
4.58005 0.0000 2098 0.005779 -0.007095 0.003162 0.5000626+0.0000000i -0.4800319+0.1299797i -0.4800319-0.1299797i 0.4999374+0.0000000i 0.5000798+0.0000000i -0.4804422+0.1300141i -0.4804422-0.1300141i 0.4999202+0.0000000i 
4.58505 0.0000 2099 0.005672 -0.007134 0.003141 0.5000693+0.0000000i -0.4838862+0.1148229i -0.4838862-0.1148229i 0.4999307+0.0000000i 0.5000832+0.0000000i -0.4842942+0.1148439i -0.4842942-0.1148439i 0.4999168+0.0000000i 
4.59005 0.0000 2105 0.005564 -0.007171 0.003119 0.5000513+0.0000000i -0.4872378+0.0995493i -0.4872378-0.0995493i 0.4999487+0.0000000i 0.5000871+0.0000000i -0.4876676+0.0995601i -0.4876676-0.0995601i 0.4999129+0.0000000i 
4.59505 0.0000 2107 0.005456 -0.007204 0.003096 0.5000634+0.0000000i -0.4901368+0.0841816i -0.4901368-0.0841816i 0.4999366-0.0000000i 0.5000912+0.0000000i -0.4905588+0.0841780i -0.4905588-0.0841780i 0.4999088+0.0000000i 
4.60005 0.0000 2111 0.005349 -0.007234 0.003072 0.5000532+0.0000000i -0.4925245+0.0687240i -0.4925245-0.0687240i 0.4999468+0.0000000i 0.5000958+0.0000000i -0.4929652+0.0687127i -0.4929652-0.0687127i 0.4999042+0.0000000i 
4.60505 0.0000 2114 0.005241 -0.007262 0.003047 0.5000506+0.0000000i -0.4944368+0.0532038i -0.4944368-0.0532038i 0.4999494+0.0000000i 0.5001007+0.0000000i -0.4948844+0.0531795i -0.4948844-0.0531795i 0.4998993+0.0000000i 
4.61005 0.0000 2119 0.005134 -0.007286 0.003020 0.5000682+0.0000000i -0.4958800+0.0376333i -0.4958800-0.0376333i 0.4999318-0.0000000i 0.5001059+0.0000000i -0.4963143+0.0375938i -0.4963143-0.0375938i 0.4998941+0.0000000i 
4.61505 0.0000 2123 0.005026 -0.007307 0.002993 0.5000960+0.0000000i -0.4968429+0.0220263i -0.4968429-0.0220263i 0.4999040+0.0000000i 0.5001114+0.0000000i -0.4972536+0.0219709i -0.4972536-0.0219709i 0.4998886+0.0000000i 
4.62005 0.0000 2125 0.004920 -0.007325 0.002964 0.5001089+0.0000000i -0.4972997+0.0063952i -0.4972997-0.0063952i 0.4998911+0.0000000i 0.5001173+0.0000000i -0.4977015+0.0063264i -0.4977015-0.0063264i 0.4998827+0.0000000i 
4.62505 0.0000 2127 0.004813 -0.007339 0.002935 0.5001219+0.0000000i -0.4972648-0.0092424i -0.4972648+0.0092424i 0.4998781+0.0000000i 0.5001234+0.0000000i -0.4976573-0.0093244i -0.4976573+0.0093244i 0.4998766+0.0000000i 
4.63005 0.0000 2127 0.004707 -0.007350 0.002905 0.5001251+0.0000000i -0.4967284-0.0248718i -0.4967284+0.0248718i 0.4998749+0.0000000i 0.5001298+0.0000000i -0.4971213-0.0249659i -0.4971213+0.0249659i 0.4998702+0.0000000i 
4.63505 0.0000 2127 0.004602 -0.007358 0.002874 0.5001284+0.0000000i -0.4957008-0.0404765i -0.4957008+0.0404765i 0.4998716+0.0000000i 0.5001365+0.0000000i -0.4960938-0.0405827i -0.4960938+0.0405827i 0.4998635+0.0000000i 
4.64005 0.0000 2131 0.004497 -0.007363 0.002842 0.5001319+0.0000000i -0.4941833-0.0560411i -0.4941833+0.0560411i 0.4998681+0.0000000i 0.5001434+0.0000000i -0.4945760-0.0561593i -0.4945760+0.0561593i 0.4998566+0.0000000i 
4.64505 0.0000 2134 0.004393 -0.007364 0.002809 0.5001404+0.0000000i -0.4921818-0.0715498i -0.4921818+0.0715498i 0.4998596+0.0000000i 0.5001506+0.0000000i -0.4925693-0.0716804i -0.4925693+0.0716804i 0.4998494+0.0000000i 
4.65005 0.0000 2137 0.004289 -0.007362 0.002775 0.5001490+0.0000000i -0.4896934-0.0869879i -0.4896934+0.0869879i 0.4998510-0.0000000i 0.5001580+0.0000000i -0.4900756-0.0871306i -0.4900756+0.0871306i 0.4998420+0.0000000i 
4.65505 0.0000 2140 0.004187 -0.007356 0.002741 0.5001576+0.0000000i -0.4867210-0.1023400i -0.4867210+0.1023400i 0.4998424-0.0000000i 0.5001656+0.0000000i -0.4870975-0.1024947i -0.4870975+0.1024947i 0.4998344+0.0000000i 
4.66005 0.0000 2143 0.004085 -0.007347 0.002705 0.5001663+0.0000000i -0.4832672-0.1175910i -0.4832672+0.1175910i 0.4998337+0.0000000i 0.5001733+0.0000000i -0.4836379-0.1177574i -0.4836379+0.1177574i 0.4998267+0.0000000i 
4.66505 0.0000 2145 0.003984 -0.007334 0.002669 0.5001703+0.0000000i -0.4793315-0.1327256i -0.4793315+0.1327256i 0.4998297+0.0000000i 0.5001813+0.0000000i -0.4797003-0.1329037i -0.4797003+0.1329037i 0.4998187+0.0000000i 
4.67005 0.0000 2148 0.003884 -0.007317 0.002633 0.5001791+0.0000000i -0.4749258-0.1477291i -0.4749258+0.1477291i 0.4998209-0.0000000i 0.5001894+0.0000000i -0.4752884-0.1479187i -0.4752884+0.1479187i 0.4998106+0.0000000i 
4.67505 0.0000 2154 0.003785 -0.007298 0.002596 0.5001643+0.0000000i -0.4700318-0.1625849i -0.4700318+0.1625849i 0.4998357-0.0000000i 0.5001976+0.0000000i -0.4704066-0.1627875i -0.4704066+0.1627875i 0.4998024+0.0000000i 
4.68005 0.0000 2157 0.003688 -0.007274 0.002558 0.5001732+0.0000000i -0.4646921-0.1772812i -0.4646921+0.1772812i 0.4998268-0.0000000i 0.5002060+0.0000000i -0.4650598-0.1774953i -0.4650598+0.1774953i 0.4997940+0.0000000i 
4.68505 0.0000 2162 0.003591 -0.007247 0.002519 0.5001914+0.0000000i -0.4588996-0.1918034i -0.4588996+0.1918034i 0.4998086+0.0000000i 0.5002144+0.0000000i -0.4592533-0.1920278i -0.4592533+0.1920278i 0.4997856+0.0000000i 
4.69005 0.0000 2165 0.003496 -0.007216 0.002481 0.5002003+0.0000000i -0.4526466-0.2061351i -0.4526466+0.2061351i 0.4997997+0.0000000i 0.5002230+0.0000000i -0.4529928-0.2063705i -0.4529928+0.2063705i 0.4997770+0.0000000i 
4.69505 0.0000 2171 0.003402 -0.007182 0.002441 0.5002137+0.0000000i -0.4459490-0.2202640i -0.4459490+0.2202640i 0.4997863+0.0000000i 0.5002316+0.0000000i -0.4462845-0.2205093i -0.4462845+0.2205093i 0.4997684+0.0000000i 
4.70005 0.0000 2173 0.003310 -0.007144 0.002401 0.5002181+0.0000000i -0.4388046-0.2341735i -0.4388046+0.2341735i 0.4997819+0.0000000i 0.5002402+0.0000000i -0.4391349-0.2344301i -0.4391349+0.2344301i 0.4997598+0.0000000i 
4.70505 0.0000 2176 0.003219 -0.007102 0.002361 0.5002179+0.0000000i -0.4312239-0.2478504i -0.4312239+0.2478504i 0.4997821+0.0000000i 0.5002489+0.0000000i -0.4315513-0.2481194i -0.4315513+0.2481194i 0.4997511+0.0000000i 
4.71005 0.0000 2177 0.003129 -0.007056 0.002321 0.5002178+0.0000000i -0.4232174-0.2612818i -0.4232174+0.2612818i 0.4997822+0.0000000i 0.5002576+0.0000000i -0.4235410-0.2615634i -0.4235410+0.2615634i 0.4997424+0.0000000i 
4.71505 0.0000 2179 0.003041 -0.007007 0.002280 0.5002310+0.0000000i -0.4147998-0.2744587i -0.4147998+0.2744587i 0.4997690+0.0000000i 0.5002664+0.0000000i -0.4151120-0.2747490i -0.4151120+0.2747490i 0.4997336+0.0000000i 
4.72005 0.0000 2182 0.002954 -0.006955 0.002238 0.5002310+0.0000000i -0.4059657-0.2873601i -0.4059657+0.2873601i 0.4997690+0.0000000i 0.5002751+0.0000000i -0.4062726-0.2876632i -0.4062726+0.2876632i 0.4997249+0.0000000i 
4.72505 0.0000 2186 0.002869 -0.006899 0.002197 0.5002441+0.0000000i -0.3967363-0.2999822i -0.3967363+0.2999822i 0.4997559+0.0000000i 0.5002838+0.0000000i -0.3970316-0.3002931i -0.3970316+0.3002931i 0.4997162+0.0000000i 
