#c=0.000100, alpha=0.900000, tmin=0.000000, tmax=5.000000, N_t=100000, epsilonIntegral=0.000001, epsilonBinning=0.000001, dim=2, initialEnsemble: { (100000, (0.707107+0.000000i, 0.500000+0.500000i)) }
795.774715
3.70005 0.0000 1670 0.003293 -0.007248 0.002413 0.5001505+0.0000000i -0.4400983-0.2327073i -0.4400983+0.2327073i 0.4998495+0.0000000i 0.5001732+0.0000000i -0.4404009-0.2328827i -0.4404009+0.2328827i 0.4998268+0.0000000i 
3.70505 0.0000 1672 0.003200 -0.007206 0.002371 0.5001638+0.0000000i -0.4325710-0.2464288i -0.4325710+0.2464288i 0.4998362+0.0000000i 0.5001821+0.0000000i -0.4328653-0.2466125i -0.4328653+0.2466125i 0.4998179+0.0000000i 
3.71005 0.0000 1674 0.003109 -0.007160 0.002330 0.5001594+0.0000000i -0.4246060-0.2599022i -0.4246060+0.2599022i 0.4998406+0.0000000i 0.5001910+0.0000000i -0.4249017-0.2600987i -0.4249017+0.2600987i 0.4998090+0.0000000i 
3.71505 0.0000 1677 0.003019 -0.007110 0.002288 0.5001595+0.0000000i -0.4162243-0.2731194i -0.4162243+0.2731194i 0.4998405+0.0000000i 0.5001999+0.0000000i -0.4165180-0.2733278i -0.4165180+0.2733278i 0.4998001+0.0000000i 
3.72005 0.0000 1680 0.002931 -0.007057 0.002246 0.5001597+0.0000000i -0.4074316-0.2860662i -0.4074316+0.2860662i 0.4998403+0.0000000i 0.5002088+0.0000000i -0.4077226-0.2862869i -0.4077226+0.2862869i 0.4997912+0.0000000i 
3.72505 0.0000 1685 0.002844 -0.006999 0.002203 0.5001598+0.0000000i -0.3982365-0.2987300i -0.3982365+0.2987300i 0.4998402+0.0000000i 0.5002177+0.0000000i -0.3985241-0.2989631i -0.3985241+0.2989631i 0.4997823+0.0000000i 
3.73005 0.0000 1685 0.002759 -0.006939 0.002161 0.5001642+0.0000000i -0.3886499-0.3111000i -0.3886499+0.3111000i 0.4998358+0.0000000i 0.5002265+0.0000000i -0.3889316-0.3113440i -0.3889316+0.3113440i 0.4997735+0.0000000i 
3.73505 0.0000 1686 0.002675 -0.006874 0.002118 0.5001728+0.0000000i -0.3786807-0.3231644i -0.3786807+0.3231644i 0.4998272+0.0000000i 0.5002353+0.0000000i -0.3789546-0.3234173i -0.3789546+0.3234173i 0.4997647+0.0000000i 
3.74005 0.0000 1689 0.002594 -0.006806 0.002075 0.5001896+0.0000000i -0.3683393-0.3349142i -0.3683393+0.3349142i 0.4998104+0.0000000i 0.5002440+0.0000000i -0.3686030-0.3351711i -0.3686030+0.3351711i 0.4997560+0.0000000i 
3.74505 0.0000 1694 0.002514 -0.006734 0.002032 0.5002062+0.0000000i -0.3576332-0.3463335i -0.3576332+0.3463335i 0.4997938+0.0000000i 0.5002526+0.0000000i -0.3578870-0.3465937i -0.3578870+0.3465937i 0.4997474+0.0000000i 
3.75005 0.0000 1696 0.002436 -0.006659 0.001989 0.5002186+0.0000000i -0.3465724-0.3574083i -0.3465724+0.3574083i 0.4997814+0.0000000i 0.5002612+0.0000000i -0.3468171-0.3576740i -0.3468171+0.3576740i 0.4997388+0.0000000i 
3.75505 0.0000 1701 0.002360 -0.006580 0.001946 0.5002348+0.0000000i -0.3351690-0.3681336i -0.3351690+0.3681336i 0.4997652+0.0000000i 0.5002696+0.0000000i -0.3354045-0.3684009i -0.3354045+0.3684009i 0.4997304+0.0000000i 
3.76005 0.0000 1702 0.002285 -0.006497 0.001903 0.5002429+0.0000000i -0.3234332-0.3784892i -0.3234332+0.3784892i 0.4997571+0.0000000i 0.5002780+0.0000000i -0.3236602-0.3787639i -0.3236602+0.3787639i 0.4997220+0.0000000i 
3.76505 0.0000 1706 0.002213 -0.006411 0.001860 0.5002627+0.0000000i -0.3113779-0.3884808i -0.3113779+0.3884808i 0.4997373-0.0000000i 0.5002862+0.0000000i -0.3115960-0.3887527i -0.3115960+0.3887527i 0.4997138+0.0000000i 
3.77005 0.0000 1706 0.002142 -0.006321 0.001817 0.5002667+0.0000000i -0.2990145-0.3980752i -0.2990145+0.3980752i 0.4997333+0.0000000i 0.5002943+0.0000000i -0.2992238-0.3983575i -0.2992238+0.3983575i 0.4997057+0.0000000i 
3.77505 0.0000 1710 0.002073 -0.006228 0.001775 0.5002861+0.0000000i -0.2863546-0.4072908i -0.2863546+0.4072908i 0.4997139+0.0000000i 0.5003023+0.0000000i -0.2865558-0.4075688i -0.2865558+0.4075688i 0.4996977+0.0000000i 
3.78005 0.0000 1713 0.002006 -0.006132 0.001732 0.5002862+0.0000000i -0.2734132-0.4160854i -0.2734132+0.4160854i 0.4997138+0.0000000i 0.5003102+0.0000000i -0.2736045-0.4163775i -0.2736045+0.4163775i 0.4996898+0.0000000i 
3.78505 0.0000 1713 0.001942 -0.006032 0.001690 0.5002901+0.0000000i -0.2602014-0.4244727i -0.2602014+0.4244727i 0.4997099+0.0000000i 0.5003179+0.0000000i -0.2603828-0.4247748i -0.2603828+0.4247748i 0.4996821+0.0000000i 
3.79005 0.0000 1715 0.001879 -0.005929 0.001648 0.5003013+0.0000000i -0.2467311-0.4324491i -0.2467311+0.4324491i 0.4996987+0.0000000i 0.5003254+0.0000000i -0.2469037-0.4327526i -0.2469037+0.4327526i 0.4996746+0.0000000i 
3.79505 0.0000 1716 0.001818 -0.005823 0.001607 0.5003086+0.0000000i -0.2330175-0.4399942i -0.2330175+0.4399942i 0.4996914+0.0000000i 0.5003328+0.0000000i -0.2331806-0.4403028i -0.2331806+0.4403028i 0.4996672+0.0000000i 
3.80005 0.0000 1716 0.001759 -0.005714 0.001566 0.5003123+0.0000000i -0.2190749-0.4470998i -0.2190749+0.4470998i 0.4996877+0.0000000i 0.5003401+0.0000000i -0.2192269-0.4474181i -0.2192269+0.4474181i 0.4996599+0.0000000i 
3.80505 0.0000 1717 0.001703 -0.005601 0.001525 0.5003194+0.0000000i -0.2049147-0.4537686i -0.2049147+0.4537686i 0.4996806+0.0000000i 0.5003472+0.0000000i -0.2050567-0.4540914i -0.2050567+0.4540914i 0.4996528+0.0000000i 
3.81005 0.0000 1721 0.001648 -0.005486 0.001485 0.5003238+0.0000000i -0.1905467-0.4599974i -0.1905467+0.4599974i 0.4996762+0.0000000i 0.5003541+0.0000000i -0.1906837-0.4603162i -0.1906837+0.4603162i 0.4996459+0.0000000i 
3.81505 0.0000 1722 0.001596 -0.005368 0.001445 0.5003236+0.0000000i -0.1759987-0.4657530i -0.1759987+0.4657530i 0.4996764+0.0000000i 0.5003609+0.0000000i -0.1761223-0.4660862i -0.1761223+0.4660862i 0.4996391+0.0000000i 
3.82005 0.0000 1724 0.001545 -0.005246 0.001406 0.5003269+0.0000000i -0.1612754-0.4710536i -0.1612754+0.4710536i 0.4996731-0.0000000i 0.5003675+0.0000000i -0.1613869-0.4713957i -0.1613869+0.4713957i 0.4996325+0.0000000i 
3.82505 0.0000 1724 0.001497 -0.005122 0.001368 0.5003302+0.0000000i -0.1463931-0.4758890i -0.1463931+0.4758890i 0.4996698+0.0000000i 0.5003739+0.0000000i -0.1464919-0.4762396i -0.1464919+0.4762396i 0.4996261+0.0000000i 
3.83005 0.0000 1725 0.001451 -0.004996 0.001330 0.5003368+0.0000000i -0.1313643-0.4802601i -0.1313643+0.4802601i 0.4996632+0.0000000i 0.5003802+0.0000000i -0.1314522-0.4806130i -0.1314522+0.4806130i 0.4996198+0.0000000i 
3.83505 0.0000 1731 0.001407 -0.004867 0.001292 0.5003468+0.0000000i -0.1162033-0.4841629i -0.1162033+0.4841629i 0.4996532+0.0000000i 0.5003863+0.0000000i -0.1162826-0.4845117i -0.1162826+0.4845117i 0.4996137+0.0000000i 
3.84005 0.0000 1733 0.001365 -0.004735 0.001256 0.5003498+0.0000000i -0.1009317-0.4875752i -0.1009317+0.4875752i 0.4996502+0.0000000i 0.5003922+0.0000000i -0.1009981-0.4879316i -0.1009981+0.4879316i 0.4996078+0.0000000i 
3.84505 0.0000 1734 0.001326 -0.004602 0.001220 0.5003561+0.0000000i -0.0855583-0.4905122i -0.0855583+0.4905122i 0.4996439-0.0000000i 0.5003980+0.0000000i -0.0856139-0.4908695i -0.0856139+0.4908695i 0.4996020+0.0000000i 
3.85005 0.0000 1735 0.001289 -0.004466 0.001185 0.5003624+0.0000000i -0.0701002-0.4929648i -0.0701002+0.4929648i 0.4996376+0.0000000i 0.5004036+0.0000000i -0.0701450-0.4933225i -0.0701450+0.4933225i 0.4995964+0.0000000i 
3.85505 0.0000 1735 0.001254 -0.004328 0.001150 0.5003651+0.0000000i -0.0545754-0.4949241i -0.0545754+0.4949241i 0.4996349-0.0000000i 0.5004090+0.0000000i -0.0546069-0.4952881i -0.0546069+0.4952881i 0.4995910+0.0000000i 
3.86005 0.0000 1740 0.001221 -0.004188 0.001117 0.5003573+0.0000000i -0.0390053-0.4963748i -0.0390053+0.4963748i 0.4996427-0.0000000i 0.5004143+0.0000000i -0.0390149-0.4967644i -0.0390149+0.4967644i 0.4995857+0.0000000i 
3.86505 0.0000 1741 0.001191 -0.004046 0.001084 0.5003634+0.0000000i -0.0233862-0.4973620i -0.0233862+0.4973620i 0.4996366-0.0000000i 0.5004194+0.0000000i -0.0233843-0.4977499i -0.0233843+0.4977499i 0.4995806+0.0000000i 
3.87005 0.0000 1743 0.001164 -0.003903 0.001052 0.5003659+0.0000000i -0.0077469-0.4978514i -0.0077469+0.4978514i 0.4996341+0.0000000i 0.5004244+0.0000000i -0.0077307-0.4982436i -0.0077307+0.4982436i 0.4995756+0.0000000i 
3.87505 0.0000 1744 0.001139 -0.003759 0.001022 0.5003718+0.0000000i 0.0079030-0.4978558i 0.0079030+0.4978558i 0.4996282+0.0000000i 0.5004291+0.0000000i 0.0079306-0.4982451i 0.0079306+0.4982451i 0.4995709+0.0000000i 
3.88005 0.0000 1745 0.001116 -0.003613 0.000992 0.5003778+0.0000000i 0.0235453-0.4973686i 0.0235453+0.4973686i 0.4996222+0.0000000i 0.5004338+0.0000000i 0.0235839-0.4977543i 0.0235839+0.4977543i 0.4995662+0.0000000i 
3.88505 0.0000 1747 0.001097 -0.003467 0.000963 0.5003800+0.0000000i 0.0391611-0.4963832i 0.0391611+0.4963832i 0.4996200+0.0000000i 0.5004382+0.0000000i 0.0392139-0.4967717i 0.0392139+0.4967717i 0.4995618+0.0000000i 
3.89005 0.0000 1747 0.001080 -0.003319 0.000935 0.5003822+0.0000000i 0.0547383-0.4949077i 0.0547383+0.4949077i 0.4996178+0.0000000i 0.5004425+0.0000000i 0.0548051-0.4952983i 0.0548051+0.4952983i 0.4995575+0.0000000i 
3.89505 0.0000 1749 0.001067 -0.003172 0.000908 0.5003918+0.0000000i 0.0702679-0.4929573i 0.0702679+0.4929573i 0.4996082+0.0000000i 0.5004466+0.0000000i 0.0703421-0.4933355i 0.0703421+0.4933355i 0.4995534+0.0000000i 
3.90005 0.0000 1750 0.001056 -0.003024 0.000883 0.5003976+0.0000000i 0.0857252-0.4905129i 0.0857252+0.4905129i 0.4996024+0.0000000i 0.5004506+0.0000000i 0.0858095-0.4908853i 0.0858095+0.4908853i 0.4995494+0.0000000i 
3.90505 0.0000 1751 0.001049 -0.002877 0.000858 0.5004035+0.0000000i 0.1010979-0.4875841i 0.1010979+0.4875841i 0.4995965+0.0000000i 0.5004544+0.0000000i 0.1011921-0.4879501i 0.1011921+0.4879501i 0.4995456+0.0000000i 
3.91005 0.0000 1752 0.001046 -0.002730 0.000834 0.5004094+0.0000000i 0.1163709-0.4841737i 0.1163709+0.4841737i 0.4995906+0.0000000i 0.5004579+0.0000000i 0.1164747-0.4845327i 0.1164747+0.4845327i 0.4995421+0.0000000i 
3.91505 0.0000 1752 0.001046 -0.002584 0.000812 0.5004111+0.0000000i 0.1315257-0.4802784i 0.1315257+0.4802784i 0.4995889+0.0000000i 0.5004613+0.0000000i 0.1316421-0.4806366i 0.1316421+0.4806366i 0.4995387+0.0000000i 
3.92005 0.0000 1754 0.001051 -0.002440 0.000791 0.5004127+0.0000000i 0.1465504-0.4759088i 0.1465504+0.4759088i 0.4995873+0.0000000i 0.5004645+0.0000000i 0.1466793-0.4762656i 0.1466793+0.4762656i 0.4995355+0.0000000i 
3.92505 0.0000 1755 0.001060 -0.002298 0.000771 0.5004186+0.0000000i 0.1614338-0.4710757i 0.1614338+0.4710757i 0.4995814+0.0000000i 0.5004674+0.0000000i 0.1615716-0.4714241i 0.1615716+0.4714241i 0.4995326+0.0000000i 
3.93005 0.0000 1756 0.001074 -0.002158 0.000752 0.5004246+0.0000000i 0.1761577-0.4657770i 0.1761577+0.4657770i 0.4995754+0.0000000i 0.5004701+0.0000000i 0.1763042-0.4661168i 0.1763042+0.4661168i 0.4995299+0.0000000i 
3.93505 0.0000 1756 0.001094 -0.002022 0.000734 0.5004258+0.0000000i 0.1907046-0.4600125i 0.1907046+0.4600125i 0.4995742+0.0000000i 0.5004725+0.0000000i 0.1908625-0.4603489i 0.1908625+0.4603489i 0.4995275+0.0000000i 
3.94005 0.0000 1757 0.001119 -0.001889 0.000718 0.5004317+0.0000000i 0.2050661-0.4537992i 0.2050661+0.4537992i 0.4995683+0.0000000i 0.5004745+0.0000000i 0.2052322-0.4541263i 0.2052322+0.4541263i 0.4995255+0.0000000i 
3.94505 0.0000 1757 0.001151 -0.001760 0.000703 0.5004325+0.0000000i 0.2192223-0.4471324i 0.2192223+0.4471324i 0.4995675-0.0000000i 0.5004762+0.0000000i 0.2193990-0.4474550i 0.2193990+0.4474550i 0.4995238+0.0000000i 
3.95005 0.0000 1757 0.001189 -0.001636 0.000689 0.5004332+0.0000000i 0.2331619-0.4400242i 0.2331619+0.4400242i 0.4995668+0.0000000i 0.5004775+0.0000000i 0.2333491-0.4403417i 0.2333491+0.4403417i 0.4995225+0.0000000i 
3.95505 0.0000 1759 0.001235 -0.001519 0.000676 0.5004436+0.0000000i 0.2468762-0.4324902i 0.2468762+0.4324902i 0.4995564+0.0000000i 0.5004784+0.0000000i 0.2470685-0.4327934i 0.2470685+0.4327934i 0.4995216+0.0000000i 
3.96005 0.0000 1759 0.001289 -0.001407 0.000665 0.5004439+0.0000000i 0.2603421-0.4245205i 0.2603421+0.4245205i 0.4995561+0.0000000i 0.5004789+0.0000000i 0.2605439-0.4248177i 0.2605439+0.4248177i 0.4995211+0.0000000i 
3.96505 0.0000 1759 0.001351 -0.001303 0.000655 0.5004439+0.0000000i 0.2735509-0.4161317i 0.2735509+0.4161317i 0.4995561+0.0000000i 0.5004790+0.0000000i 0.2737620-0.4164224i 0.2737620+0.4164224i 0.4995210+0.0000000i 
3.97005 0.0000 1759 0.001421 -0.001205 0.000646 0.5004438+0.0000000i 0.2864896-0.4073320i 0.2864896+0.4073320i 0.4995562+0.0000000i 0.5004787+0.0000000i 0.2867097-0.4076159i 0.2867097+0.4076159i 0.4995213+0.0000000i 
3.97505 0.0000 1759 0.001501 -0.001116 0.000639 0.5004435+0.0000000i 0.2991454-0.3981303i 0.2991454+0.3981303i 0.4995565+0.0000000i 0.5004781+0.0000000i 0.2993742-0.3984069i 0.2993742+0.3984069i 0.4995219+0.0000000i 
3.98005 0.0000 1760 0.001589 -0.001035 0.000633 0.5004469+0.0000000i 0.3115061-0.3885380i 0.3115061+0.3885380i 0.4995531+0.0000000i 0.5004771+0.0000000i 0.3117432-0.3888044i 0.3117432+0.3888044i 0.4995229+0.0000000i 
3.98505 0.0000 1761 0.001685 -0.000961 0.000628 0.5004498+0.0000000i 0.3235591-0.3785619i 0.3235591+0.3785619i 0.4995502+0.0000000i 0.5004760+0.0000000i 0.3238044-0.3788181i 0.3238044+0.3788181i 0.4995240+0.0000000i 
3.99005 0.0000 1761 0.001790 -0.000895 0.000625 0.5004492+0.0000000i 0.3352926-0.3682097i 0.3352926+0.3682097i 0.4995508-0.0000000i 0.5004747+0.0000000i 0.3355459-0.3684576i 0.3355459+0.3684576i 0.4995253+0.0000000i 
3.99505 0.0000 1761 0.001902 -0.000837 0.000623 0.5004484+0.0000000i 0.3466952-0.3574941i 0.3466952+0.3574941i 0.4995516+0.0000000i 0.5004732+0.0000000i 0.3469562-0.3577334i 0.3469562+0.3577334i 0.4995268+0.0000000i 
4.00005 0.0000 1764 0.002022 -0.000786 0.000622 0.5004398+0.0000000i 0.3577566-0.3464193i 0.3577566+0.3464193i 0.4995602+0.0000000i 0.5004717+0.0000000i 0.3580239-0.3466559i 0.3580239+0.3466559i 0.4995283+0.0000000i 
4.00505 0.0000 1764 0.002149 -0.000741 0.000623 0.5004390+0.0000000i 0.3684635-0.3350086i 0.3684635+0.3350086i 0.4995610+0.0000000i 0.5004702+0.0000000i 0.3687382-0.3352361i 0.3687382+0.3352361i 0.4995298+0.0000000i 
4.01005 0.0000 1764 0.002281 -0.000702 0.000625 0.5004382+0.0000000i 0.3788066-0.3232672i 0.3788066+0.3232672i 0.4995618-0.0000000i 0.5004687+0.0000000i 0.3790885-0.3234852i 0.3790885+0.3234852i 0.4995313+0.0000000i 
4.01505 0.0000 1765 0.002419 -0.000670 0.000628 0.5004356+0.0000000i 0.3887762-0.3112048i 0.3887762+0.3112048i 0.4995644+0.0000000i 0.5004672+0.0000000i 0.3890646-0.3114150i 0.3890646+0.3114150i 0.4995328+0.0000000i 
4.02005 0.0000 1767 0.002561 -0.000642 0.000633 0.5004349+0.0000000i 0.3983615-0.2988370i 0.3983615+0.2988370i 0.4995651+0.0000000i 0.5004657+0.0000000i 0.3986565-0.2990372i 0.3986565+0.2990372i 0.4995343+0.0000000i 
4.02505 0.0000 1767 0.002707 -0.000619 0.000639 0.5004341+0.0000000i 0.4075534-0.2861741i 0.4075534+0.2861741i 0.4995659+0.0000000i 0.5004642+0.0000000i 0.4078549-0.2863641i 0.4078549+0.2863641i 0.4995358+0.0000000i 
4.03005 0.0000 1768 0.002857 -0.000600 0.000647 0.5004321+0.0000000i 0.4163435-0.2732271i 0.4163435+0.2732271i 0.4995679+0.0000000i 0.5004628+0.0000000i 0.4166506-0.2734083i 0.4166506+0.2734083i 0.4995372+0.0000000i 
4.03505 0.0000 1770 0.003009 -0.000585 0.000655 0.5004315+0.0000000i 0.4247220-0.2600119i 0.4247220+0.2600119i 0.4995685+0.0000000i 0.5004614+0.0000000i 0.4250349-0.2601825i 0.4250349+0.2601825i 0.4995386+0.0000000i 
4.04005 0.0000 1771 0.003164 -0.000574 0.000665 0.5004297+0.0000000i 0.4326816-0.2465387i 0.4326816+0.2465387i 0.4995703-0.0000000i 0.5004601+0.0000000i 0.4329995-0.2466998i 0.4329995+0.2466998i 0.4995399+0.0000000i 
4.04505 0.0000 1772 0.003320 -0.000565 0.000677 0.5004280+0.0000000i 0.4402139-0.2328223i 0.4402139+0.2328223i 0.4995720+0.0000000i 0.5004587+0.0000000i 0.4405367-0.2329736i 0.4405367+0.2329736i 0.4995413+0.0000000i 
4.05005 0.0000 1772 0.003478 -0.000560 0.000689 0.5004274+0.0000000i 0.4473113-0.2188769i 0.4473113+0.2188769i 0.4995726+0.0000000i 0.5004574+0.0000000i 0.4476388-0.2190174i 0.4476388+0.2190174i 0.4995426+0.0000000i 
4.05505 0.0000 1772 0.003637 -0.000557 0.000703 0.5004267+0.0000000i 0.4539671-0.2047153i 0.4539671+0.2047153i 0.4995733+0.0000000i 0.5004561+0.0000000i 0.4542990-0.2048450i 0.4542990+0.2048450i 0.4995439+0.0000000i 
4.06005 0.0000 1776 0.003797 -0.000557 0.000718 0.5004261+0.0000000i 0.4601747-0.1903517i 0.4601747+0.1903517i 0.4995739+0.0000000i 0.5004548+0.0000000i 0.4605106-0.1904705i 0.4605106+0.1904705i 0.4995452+0.0000000i 
4.06505 0.0000 1780 0.003957 -0.000559 0.000734 0.5004224+0.0000000i 0.4659280-0.1757993i 0.4659280+0.1757993i 0.4995776-0.0000000i 0.5004536+0.0000000i 0.4662675-0.1759079i 0.4662675+0.1759079i 0.4995464+0.0000000i 
4.07005 0.0000 1780 0.004116 -0.000563 0.000752 0.5004218+0.0000000i 0.4712213-0.1610739i 0.4712213+0.1610739i 0.4995782+0.0000000i 0.5004523+0.0000000i 0.4715639-0.1611719i 0.4715639+0.1611719i 0.4995477+0.0000000i 
4.07505 0.0000 1781 0.004276 -0.000570 0.000771 0.5004204+0.0000000i 0.4760491-0.1461898i 0.4760491+0.1461898i 0.4995796-0.0000000i 0.5004510+0.0000000i 0.4763947-0.1462768i 0.4763947+0.1462768i 0.4995490+0.0000000i 
4.08005 0.0000 1784 0.004435 -0.000578 0.000791 0.5004191+0.0000000i 0.4804069-0.1311615i 0.4804069+0.1311615i 0.4995809-0.0000000i 0.5004497+0.0000000i 0.4807551-0.1312375i 0.4807551+0.1312375i 0.4995503+0.0000000i 
4.08505 0.0000 1784 0.004594 -0.000588 0.000812 0.5004184+0.0000000i 0.4842907-0.1160029i 0.4842907+0.1160029i 0.4995816+0.0000000i 0.5004484+0.0000000i 0.4846407-0.1160688i 0.4846407+0.1160688i 0.4995516+0.0000000i 
4.09005 0.0000 1786 0.004752 -0.000601 0.000834 0.5004178+0.0000000i 0.4876963-0.1007296i 0.4876963+0.1007296i 0.4995822+0.0000000i 0.5004470+0.0000000i 0.4880478-0.1007857i 0.4880478+0.1007857i 0.4995530+0.0000000i 
4.09505 0.0000 1786 0.004908 -0.000615 0.000858 0.5004171+0.0000000i 0.4906204-0.0853569i 0.4906204+0.0853569i 0.4995829+0.0000000i 0.5004457+0.0000000i 0.4909729-0.0854034i 0.4909729+0.0854034i 0.4995543+0.0000000i 
4.10005 0.0000 1787 0.005064 -0.000630 0.000882 0.5004158+0.0000000i 0.4930594-0.0699014i 0.4930594+0.0699014i 0.4995842-0.0000000i 0.5004443+0.0000000i 0.4934132-0.0699369i 0.4934132+0.0699369i 0.4995557+0.0000000i 
4.10505 0.0000 1787 0.005217 -0.000648 0.000908 0.5004150+0.0000000i 0.4950123-0.0543751i 0.4950123+0.0543751i 0.4995850+0.0000000i 0.5004428+0.0000000i 0.4953662-0.0544017i 0.4953662+0.0544017i 0.4995572+0.0000000i 
4.11005 0.0000 1790 0.005370 -0.000667 0.000935 0.5004124+0.0000000i 0.4964740-0.0388017i 0.4964740+0.0388017i 0.4995876+0.0000000i 0.5004414+0.0000000i 0.4968300-0.0388131i 0.4968300+0.0388131i 0.4995586+0.0000000i 
4.11505 0.0000 1792 0.005520 -0.000688 0.000962 0.5004104+0.0000000i 0.4974463-0.0231883i 0.4974463+0.0231883i 0.4995896-0.0000000i 0.5004398+0.0000000i 0.4978032-0.0231864i 0.4978032+0.0231864i 0.4995602+0.0000000i 
4.12005 0.0000 1795 0.005669 -0.000710 0.000991 0.5004077+0.0000000i 0.4979264-0.0075552i 0.4979264+0.0075552i 0.4995923+0.0000000i 0.5004383+0.0000000i 0.4982847-0.0075372i 0.4982847+0.0075372i 0.4995617+0.0000000i 
4.12505 0.0000 1795 0.005816 -0.000734 0.001021 0.5004069+0.0000000i 0.4979179+0.0080938i 0.4979179-0.0080938i 0.4995931-0.0000000i 0.5004367+0.0000000i 0.4982742+0.0081191i 0.4982742-0.0081191i 0.4995633+0.0000000i 
4.13005 0.0000 1796 0.005960 -0.000760 0.001051 0.5004054+0.0000000i 0.4974166+0.0237316i 0.4974166-0.0237316i 0.4995946+0.0000000i 0.5004350+0.0000000i 0.4977715+0.0237671i 0.4977715-0.0237671i 0.4995650+0.0000000i 
4.13505 0.0000 1799 0.006102 -0.000788 0.001083 0.5004025+0.0000000i 0.4964216+0.0393384i 0.4964216-0.0393384i 0.4995975+0.0000000i 0.5004332+0.0000000i 0.4967772+0.0393912i 0.4967772-0.0393912i 0.4995668+0.0000000i 
4.14005 0.0000 1803 0.006242 -0.000817 0.001115 0.5004003+0.0000000i 0.4949375+0.0549094i 0.4949375-0.0549094i 0.4995997+0.0000000i 0.5004314+0.0000000i 0.4952923+0.0549760i 0.4952923-0.0549760i 0.4995686+0.0000000i 
4.14505 0.0000 1806 0.006379 -0.000848 0.001148 0.5003973+0.0000000i 0.4929631+0.0704213i 0.4929631-0.0704213i 0.4996027+0.0000000i 0.5004295+0.0000000i 0.4933182+0.0705062i 0.4933182-0.0705062i 0.4995705+0.0000000i 
4.15005 0.0000 1808 0.006514 -0.000880 0.001183 0.5003949+0.0000000i 0.4905036+0.0858675i 0.4905036-0.0858675i 0.4996051+0.0000000i 0.5004276+0.0000000i 0.4908569+0.0859663i 0.4908569-0.0859663i 0.4995724+0.0000000i 
4.15505 0.0000 1809 0.006646 -0.000914 0.001217 0.5003932+0.0000000i 0.4875614+0.1012332i 0.4875614-0.1012332i 0.4996068+0.0000000i 0.5004255+0.0000000i 0.4879108+0.1013411i 0.4879108-0.1013411i 0.4995745+0.0000000i 
4.16005 0.0000 1811 0.006776 -0.000950 0.001253 0.5003921+0.0000000i 0.4841395+0.1165039i 0.4841395-0.1165039i 0.4996079+0.0000000i 0.5004234+0.0000000i 0.4844828+0.1166154i 0.4844828-0.1166154i 0.4995766+0.0000000i 
4.16505 0.0000 1812 0.006902 -0.000988 0.001289 0.5003902+0.0000000i 0.4802376+0.1316544i 0.4802376-0.1316544i 0.4996098-0.0000000i 0.5004212+0.0000000i 0.4805762+0.1317741i 0.4805762-0.1317741i 0.4995788+0.0000000i 
4.17005 0.0000 1813 0.007026 -0.001027 0.001326 0.5003883+0.0000000i 0.4758613+0.1466747i 0.4758613-0.1466747i 0.4996117+0.0000000i 0.5004189+0.0000000i 0.4761949+0.1468023i 0.4761949-0.1468023i 0.4995811+0.0000000i 
4.17505 0.0000 1818 0.007146 -0.001068 0.001364 0.5003847+0.0000000i 0.4710108+0.1615384i 0.4710108-0.1615384i 0.4996153-0.0000000i 0.5004164+0.0000000i 0.4713434+0.1616850i 0.4713434-0.1616850i 0.4995836+0.0000000i 
4.18005 0.0000 1820 0.007263 -0.001110 0.001402 0.5003818+0.0000000i 0.4656973+0.1762477i 0.4656973-0.1762477i 0.4996182+0.0000000i 0.5004139+0.0000000i 0.4660262+0.1764077i 0.4660262-0.1764077i 0.4995861+0.0000000i 
4.18505 0.0000 1822 0.007378 -0.001154 0.001441 0.5003788+0.0000000i 0.4599239+0.1907826i 0.4599239-0.1907826i 0.4996212+0.0000000i 0.5004113+0.0000000i 0.4602487+0.1909557i 0.4602487-0.1909557i 0.4995887+0.0000000i 
4.19005 0.0000 1823 0.007488 -0.001200 0.001480 0.5003765+0.0000000i 0.4536987+0.2051350i 0.4536987-0.2051350i 0.4996235-0.0000000i 0.5004085+0.0000000i 0.4540166+0.2053146i 0.4540166-0.2053146i 0.4995915+0.0000000i 
4.19505 0.0000 1824 0.007596 -0.001248 0.001520 0.5003742+0.0000000i 0.4470253+0.2192847i 0.4470253-0.2192847i 0.4996258+0.0000000i 0.5004057+0.0000000i 0.4473361+0.2194704i 0.4473361-0.2194704i 0.4995943+0.0000000i 
4.20005 0.0000 1826 0.007700 -0.001297 0.001560 0.5003709+0.0000000i 0.4399078+0.2332108i 0.4399078-0.2332108i 0.4996291+0.0000000i 0.5004027+0.0000000i 0.4402136+0.2334090i 0.4402136-0.2334090i 0.4995973+0.0000000i 
4.20505 0.0000 1827 0.007801 -0.001348 0.001601 0.5003684+0.0000000i 0.4323586+0.2469132i 0.4323586-0.2469132i 0.4996316+0.0000000i 0.5003996+0.0000000i 0.4326564+0.2471166i 0.4326564-0.2471166i 0.4996004+0.0000000i 
4.21005 0.0000 1828 0.007899 -0.001400 0.001642 0.5003658+0.0000000i 0.4243824+0.2603716i 0.4243824-0.2603716i 0.4996342-0.0000000i 0.5003964+0.0000000i 0.4246717+0.2605798i 0.4246717-0.2605798i 0.4996036+0.0000000i 
